iShares Core S&P 500 ETF
Fund Holdings as of,"Sep 01, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,145,450,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"ATO","ATMOS ENERGY","Utilities","Equity","372,010,419.30","0.04","372,010,419.30","2,218,309.00","167.70","United States","NYSE","USD","1.00","USD","-"
"VICI","VICI PPTYS INC","Real Estate","Equity","370,929,091.78","0.04","370,929,091.78","14,523,457.00","25.54","United States","NYSE","USD","1.00","USD","-"
"MTD","METTLER TOLEDO","Health Care","Equity","369,713,572.20","0.04","369,713,572.20","268,695.00","1,375.96","United States","NYSE","USD","1.00","USD","-"
"FISV","FISERV INC","Financials","Equity","366,176,196.08","0.04","366,176,196.08","7,086,824.00","51.67","United States","NASDAQ","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE","Industrials","Equity","360,022,017.20","0.04","360,022,017.20","5,099,462.00","70.60","United States","NYSE","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS","Health Care","Equity","357,074,588.18","0.04","357,074,588.18","1,089,938.00","327.61","United States","NYSE","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS","Utilities","Equity","356,621,013.00","0.04","356,621,013.00","2,595,495.00","137.40","United States","NYSE","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","353,248,504.08","0.04","353,248,504.08","4,732,697.00","74.64","United States","NYSE","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","352,741,392.00","0.04","352,741,392.00","5,003,424.00","70.50","United States","NYSE","USD","1.00","USD","-"
"CPAY","CORPAY","Financials","Equity","351,637,396.88","0.04","351,637,396.88","868,648.00","404.81","United States","NYSE","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL","Financials","Equity","350,286,910.05","0.04","350,286,910.05","2,055,795.00","170.39","United States","NASDAQ","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","347,515,180.56","0.04","347,515,180.56","1,564,538.00","222.12","United States","NYSE","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","346,693,776.00","0.04","346,693,776.00","1,969,851.00","176.00","United States","NYSE","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","346,734,345.90","0.04","346,734,345.90","1,467,845.00","236.22","United States","NYSE","USD","1.00","USD","-"
"PPL","PPL CORP","Utilities","Equity","344,643,572.61","0.04","344,643,572.61","9,998,363.00","34.47","United States","NYSE","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY","Utilities","Equity","343,656,527.66","0.04","343,656,527.66","8,706,778.00","39.47","United States","NYSE","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","342,531,625.50","0.04","342,531,625.50","4,470,525.00","76.62","United States","NYSE","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","339,872,517.66","0.04","339,872,517.66","1,789,462.00","189.93","United States","NYSE","USD","1.00","USD","-"
"FICO","FAIR ISAAC","Information Technology","Equity","339,872,737.60","0.04","339,872,737.60","307,945.00","1,103.68","United States","NYSE","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS","Industrials","Equity","338,395,029.05","0.04","338,395,029.05","1,741,163.00","194.35","United States","NASDAQ","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","337,643,063.10","0.04","337,643,063.10","3,158,790.00","106.89","United States","NYSE","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL","Financials","Equity","332,182,927.88","0.04","332,182,927.88","11,341,172.00","29.29","United States","NYSE","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","328,653,100.00","0.04","328,653,100.00","3,286,531.00","100.00","United States","NYSE","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","328,161,430.52","0.04","328,161,430.52","1,522,367.00","215.56","United States","NYSE","USD","1.00","USD","-"
"TPR","TAPESTRY","Consumer Discretionary","Equity","327,932,220.32","0.04","327,932,220.32","2,684,888.00","122.14","United States","NYSE","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","326,253,570.50","0.04","326,253,570.50","1,738,165.00","187.70","United States","NYSE","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","326,094,629.06","0.04","326,094,629.06","3,787,834.00","86.09","United States","NYSE","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES","Materials","Equity","324,987,895.50","0.04","324,987,895.50","2,962,515.00","109.70","United States","NYSE","USD","1.00","USD","-"
"Q","QNITY ELECTRONICS","Information Technology","Equity","321,319,742.70","0.04","321,319,742.70","2,782,230.00","115.49","United States","NYSE","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","319,366,684.24","0.04","319,366,684.24","6,918,689.00","46.16","United States","NYSE","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES","Health Care","Equity","317,944,261.70","0.04","317,944,261.70","938,858.00","338.65","United States","NYSE","USD","1.00","USD","-"
"EXE","EXPAND ENERGY","Energy","Equity","317,784,930.30","0.04","317,784,930.30","3,178,485.00","99.98","United States","NASDAQ","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","316,967,095.63","0.04","316,967,095.63","2,406,553.00","131.71","United States","NASDAQ","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","316,778,478.75","0.04","316,778,478.75","3,264,075.00","97.05","United States","NYSE","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","316,420,994.89","0.04","316,420,994.89","6,965,023.00","45.43","United States","NYSE","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","315,789,811.80","0.04","315,789,811.80","578,730.00","545.66","United States","NASDAQ","USD","1.00","USD","-"
"VRSN","VERISIGN","Information Technology","Equity","313,931,116.80","0.04","313,931,116.80","1,088,640.00","288.37","United States","NASDAQ","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","313,111,930.67","0.04","313,111,930.67","3,149,069.00","99.43","United States","NYSE","USD","1.00","USD","-"
"PHM","PULTEGROUP","Consumer Discretionary","Equity","311,722,926.41","0.04","311,722,926.41","2,531,657.00","123.13","United States","NYSE","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","311,384,933.79","0.04","311,384,933.79","702,409.00","443.31","United States","NYSE","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP","Financials","Equity","310,338,351.15","0.04","310,338,351.15","2,847,794.00","108.97","United States","NASDAQ","USD","1.00","USD","-"
"NRG","NRG ENERGY INC","Utilities","Equity","307,081,480.91","0.04","307,081,480.91","2,804,141.00","109.51","United States","NYSE","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","300,702,494.40","0.03","300,702,494.40","5,113,988.00","58.80","United States","NYSE","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","299,322,824.55","0.03","299,322,824.55","1,303,387.00","229.65","United States","NYSE","USD","1.00","USD","-"
"FFIV","F5","Information Technology","Equity","296,752,010.88","0.03","296,752,010.88","749,904.00","395.72","United States","NASDAQ","USD","1.00","USD","-"
"EFX","EQUIFAX","Industrials","Equity","294,628,356.40","0.03","294,628,356.40","1,582,322.00","186.20","United States","NYSE","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","293,523,762.22","0.03","293,523,762.22","11,346,106.00","25.87","United States","NASDAQ","USD","1.00","USD","-"
"DOW","DOW","Materials","Equity","291,421,298.24","0.03","291,421,298.24","9,567,344.00","30.46","United States","NYSE","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","291,425,318.94","0.03","291,425,318.94","7,092,366.00","41.09","United States","NYSE","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","291,025,462.88","0.03","291,025,462.88","3,392,696.00","85.78","United States","NYSE","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","285,674,128.96","0.03","285,674,128.96","2,612,236.00","109.36","United States","NASDAQ","USD","1.00","USD","-"
"FSLR","FIRST SOLAR","Information Technology","Equity","285,055,478.40","0.03","285,055,478.40","1,427,776.00","199.65","United States","NASDAQ","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND","Energy","Equity","284,903,439.15","0.03","284,903,439.15","770,155.00","369.93","United States","NYSE","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","281,545,205.44","0.03","281,545,205.44","6,144,592.00","45.82","United States","NYSE","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","280,459,106.01","0.03","280,459,106.01","6,868,947.00","40.83","United States","NYSE","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","279,097,347.10","0.03","279,097,347.10","3,873,662.00","72.05","United States","NYSE","USD","1.00","USD","-"
"CMS","CMS ENERGY","Utilities","Equity","279,023,236.08","0.03","279,023,236.08","4,105,698.00","67.96","United States","NYSE","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","278,936,313.12","0.03","278,936,313.12","2,231,312.00","125.01","United States","NASDAQ","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","278,280,626.82","0.03","278,280,626.82","3,089,947.00","90.06","United States","NYSE","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","277,248,967.38","0.03","277,248,967.38","1,536,942.00","180.39","United States","NYSE","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","276,831,332.40","0.03","276,831,332.40","2,041,529.00","135.60","United States","NYSE","USD","1.00","USD","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","274,556,219.18","0.03","274,556,219.18","7,479,058.00","36.71","United States","NASDAQ","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","269,557,159.68","0.03","269,557,159.68","1,176,489.00","229.12","United States","NYSE","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","266,172,254.16","0.03","266,172,254.16","1,409,736.00","188.81","United States","NASDAQ","USD","1.00","USD","-"
"WRB","WR BERKLEY","Financials","Equity","264,685,109.84","0.03","264,685,109.84","3,908,522.00","67.72","United States","NYSE","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","262,408,931.20","0.03","262,408,931.20","688,376.00","381.20","United States","NYSE","USD","1.00","USD","-"
"NI","NISOURCE","Utilities","Equity","260,988,436.48","0.03","260,988,436.48","6,371,788.00","40.96","United States","NYSE","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","259,777,556.01","0.03","259,777,556.01","12,247,881.00","21.21","United States","NYSE","USD","1.00","USD","-"
"VTRS","VIATRIS","Health Care","Equity","257,376,622.98","0.03","257,376,622.98","15,476,646.00","16.63","United States","NASDAQ","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","256,930,921.96","0.03","256,930,921.96","7,046,926.00","36.46","United States","NYSE","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS","Health Care","Equity","255,539,110.40","0.03","255,539,110.40","2,570,816.00","99.40","United States","NYSE","USD","1.00","USD","-"
"CDW","CDW","Information Technology","Equity","255,159,049.50","0.03","255,159,049.50","1,697,665.00","150.30","United States","NASDAQ","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES","Industrials","Equity","253,882,627.04","0.03","253,882,627.04","989,873.00","256.48","United States","NASDAQ","USD","1.00","USD","-"
"RDDT","REDDIT CLASS A","Communication","Equity","250,919,591.68","0.03","250,919,591.68","1,734,787.00","144.64","United States","NYSE","USD","1.00","USD","-"
"EVRG","EVERGY","Utilities","Equity","249,733,422.24","0.03","249,733,422.24","3,063,462.00","81.52","United States","NASDAQ","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","246,622,629.68","0.03","246,622,629.68","1,829,002.00","134.84","United States","NYSE","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","244,754,923.92","0.03","244,754,923.92","6,495,619.00","37.68","United States","NYSE","USD","1.00","USD","-"
"L","LOEWS","Financials","Equity","243,765,107.53","0.03","243,765,107.53","2,242,343.00","108.71","United States","NYSE","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS CLASS A","Consumer Staples","Equity","242,103,633.02","0.03","242,103,633.02","1,853,354.00","130.63","United States","NYSE","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","241,924,673.64","0.03","241,924,673.64","6,969,884.00","34.71","United States","NASDAQ","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS","Industrials","Equity","239,563,650.15","0.03","239,563,650.15","1,813,365.00","132.11","United States","NYSE","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT","Real Estate","Equity","238,223,871.00","0.03","238,223,871.00","853,849.00","279.00","United States","NYSE","USD","1.00","USD","-"
"LEN","LENNAR A CLASS A","Consumer Discretionary","Equity","236,704,306.25","0.03","236,704,306.25","2,860,475.00","82.75","United States","NYSE","USD","1.00","USD","-"
"PTC","PTC","Information Technology","Equity","234,558,612.89","0.03","234,558,612.89","1,534,969.00","152.81","United States","NASDAQ","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","233,000,578.80","0.03","233,000,578.80","3,430,515.00","67.92","United States","NASDAQ","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS","Industrials","Equity","232,651,617.84","0.03","232,651,617.84","1,671,588.00","139.18","United States","NYSE","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE","Industrials","Equity","231,692,468.80","0.03","231,692,468.80","1,566,760.00","147.88","United States","NASDAQ","USD","1.00","USD","-"
"FTV","FORTIVE","Industrials","Equity","230,120,201.60","0.03","230,120,201.60","4,051,412.00","56.80","United States","NYSE","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","229,405,784.57","0.03","229,405,784.57","1,567,729.00","146.33","United States","NYSE","USD","1.00","USD","-"
"NVR","NVR","Consumer Discretionary","Equity","226,557,102.00","0.03","226,557,102.00","36,100.00","6,275.82","United States","NYSE","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","224,036,675.66","0.03","224,036,675.66","9,582,407.00","23.38","United States","NYSE","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES CLASS A","Materials","Equity","223,938,001.21","0.03","223,938,001.21","3,436,213.00","65.17","United States","NYSE","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS CLASS A","Communication","Equity","222,297,975.90","0.03","222,297,975.90","1,520,610.00","146.19","United States","NASDAQ","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","222,110,389.60","0.03","222,110,389.60","3,538,480.00","62.77","United States","NYSE","USD","1.00","USD","-"
"NDSN","NORDSON","Industrials","Equity","221,889,057.60","0.03","221,889,057.60","705,754.00","314.40","United States","NASDAQ","USD","1.00","USD","-"
"GEN","GEN DIGITAL","Information Technology","Equity","220,549,495.04","0.03","220,549,495.04","7,346,752.00","30.02","United States","NASDAQ","USD","1.00","USD","-"
"IEX","IDEX","Industrials","Equity","219,211,336.08","0.03","219,211,336.08","983,628.00","222.86","United States","NYSE","USD","1.00","USD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","218,434,109.76","0.02","218,434,109.76","1,804,644.00","121.04","United States","NYSE","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","217,629,808.90","0.02","217,629,808.90","633,197.00","343.70","United States","NASDAQ","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","216,174,631.68","0.02","216,174,631.68","8,962,464.00","24.12","United States","NYSE","USD","1.00","USD","-"
"BBY","BEST BUY","Consumer Discretionary","Equity","214,721,078.55","0.02","214,721,078.55","2,598,585.00","82.63","United States","NYSE","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","212,467,760.10","0.02","212,467,760.10","1,567,565.00","135.54","United States","NYSE","USD","1.00","USD","-"
"INVH","INVITATION HOMES","Real Estate","Equity","211,578,851.19","0.02","211,578,851.19","7,263,263.00","29.13","United States","NYSE","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES","Information Technology","Equity","211,045,479.50","0.02","211,045,479.50","560,650.00","376.43","United States","NYSE","USD","1.00","USD","-"
"APA","APA","Energy","Equity","208,089,326.80","0.02","208,089,326.80","4,697,276.00","44.30","United States","NASDAQ","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","206,436,843.42","0.02","206,436,843.42","3,749,307.00","55.06","United States","NYSE","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","205,722,452.32","0.02","205,722,452.32","1,932,392.00","106.46","United States","NASDAQ","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","200,108,665.68","0.02","200,108,665.68","1,546,913.00","129.36","United States","NYSE","USD","1.00","USD","-"
"EG","EVEREST GROUP","Financials","Equity","199,110,999.00","0.02","199,110,999.00","525,900.00","378.61","United States","NYSE","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","195,384,586.93","0.02","195,384,586.93","2,067,343.00","94.51","United States","NYSE","USD","1.00","USD","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","190,760,127.00","0.02","190,760,127.00","9,162,350.00","20.82","United States","NYSE","USD","1.00","USD","-"
"AIZ","ASSURANT INC","Financials","Equity","190,716,445.64","0.02","190,716,445.64","679,238.00","280.78","United States","NYSE","USD","1.00","USD","-"
"IVZ","INVESCO LTD","Financials","Equity","188,468,253.26","0.02","188,468,253.26","5,891,474.00","31.99","United States","NYSE","USD","1.00","USD","-"
"MAS","MASCO","Industrials","Equity","188,329,853.00","0.02","188,329,853.00","2,680,852.00","70.25","United States","NYSE","USD","1.00","USD","-"
"RVTY","REVVITY","Health Care","Equity","187,693,094.15","0.02","187,693,094.15","1,482,685.00","126.59","United States","NYSE","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","186,265,377.18","0.02","186,265,377.18","1,417,329.00","131.42","United States","NYSE","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","184,201,679.58","0.02","184,201,679.58","2,310,898.00","79.71","United States","NYSE","USD","1.00","USD","-"
"FDXF","FEDEX FREIGHT HOLDING COMPANY INC","Industrials","Equity","183,992,680.16","0.02","183,992,680.16","1,442,288.00","127.57","United States","NYSE","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING","Consumer Staples","Equity","183,503,087.72","0.02","183,503,087.72","3,381,922.00","54.26","United States","NYSE","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT","Real Estate","Equity","183,174,095.48","0.02","183,174,095.48","8,464,607.00","21.64","United States","NASDAQ","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","182,611,680.16","0.02","182,611,680.16","3,098,264.00","58.94","United States","NASDAQ","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","180,737,409.94","0.02","180,737,409.94","640,141.00","282.34","United States","NYSE","USD","1.00","USD","-"
"COO","COOPER","Health Care","Equity","179,628,629.76","0.02","179,628,629.76","2,592,792.00","69.28","United States","NASDAQ","USD","1.00","USD","-"
"SOLV","SOLVENTUM","Health Care","Equity","177,940,673.65","0.02","177,940,673.65","1,956,467.00","90.95","United States","NYSE","USD","1.00","USD","-"
"GL","GLOBE LIFE","Financials","Equity","177,781,035.30","0.02","177,781,035.30","1,031,811.00","172.30","United States","NYSE","USD","1.00","USD","-"
"GDDY","GODADDY CLASS A","Information Technology","Equity","176,939,041.60","0.02","176,939,041.60","1,759,712.00","100.55","United States","NYSE","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","175,888,444.95","0.02","175,888,444.95","1,016,285.00","173.07","United States","NYSE","USD","1.00","USD","-"
"RL","RALPH LAUREN CLASS A","Consumer Discretionary","Equity","174,998,800.48","0.02","174,998,800.48","513,464.00","340.82","United States","NYSE","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL","Health Care","Equity","174,870,743.32","0.02","174,870,743.32","6,863,059.00","25.48","United States","NYSE","USD","1.00","USD","-"
"FOXA","FOX CLASS A","Communication","Equity","174,785,440.68","0.02","174,785,440.68","2,651,076.00","65.93","United States","NASDAQ","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS","Consumer Discretionary","Equity","173,714,027.20","0.02","173,714,027.20","3,962,455.00","43.84","United States","NYSE","USD","1.00","USD","-"
"CSGP","COSTAR GROUP","Real Estate","Equity","173,547,433.02","0.02","173,547,433.02","5,426,749.00","31.98","United States","NASDAQ","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","173,392,559.26","0.02","173,392,559.26","1,142,093.00","151.82","United States","NYSE","USD","1.00","USD","-"
"IT","GARTNER","Information Technology","Equity","169,003,322.67","0.02","169,003,322.67","889,819.00","189.93","United States","NYSE","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","167,128,463.44","0.02","167,128,463.44","2,197,324.00","76.06","United States","NASDAQ","USD","1.00","USD","-"
"HAS","HASBRO","Consumer Discretionary","Equity","165,695,992.80","0.02","165,695,992.80","1,777,854.00","93.20","United States","NASDAQ","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA","Consumer Discretionary","Equity","164,223,432.00","0.02","164,223,432.00","1,391,724.00","118.00","United States","NASDAQ","USD","1.00","USD","-"
"SGAFT","CASH COLLATERAL USD SGAFT","Cash and/or Derivatives","Cash Collateral and Margins","161,339,000.00","0.02","161,339,000.00","161,339,000.00","100.00","United States","-","USD","1.00","USD","Sep 01, 2016"
"DECK","DECKERS OUTDOOR","Consumer Discretionary","Equity","160,098,098.80","0.02","160,098,098.80","1,892,860.00","84.58","United States","NYSE","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL","Industrials","Equity","158,686,817.25","0.02","158,686,817.25","420,641.00","377.25","United States","NYSE","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","158,701,360.90","0.02","158,701,360.90","944,089.00","168.10","United States","NASDAQ","USD","1.00","USD","-"
"PNW","PINNACLE WEST","Utilities","Equity","157,262,581.62","0.02","157,262,581.62","1,610,307.00","97.66","United States","NYSE","USD","1.00","USD","-"
"ECHO","ECHOSTAR CLASS A","Communication","Equity","155,819,214.36","0.02","155,819,214.36","1,811,009.00","86.04","United States","NASDAQ","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","153,179,582.22","0.02","153,179,582.22","1,612,926.00","94.97","United States","NYSE","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES","Industrials","Equity","153,052,043.16","0.02","153,052,043.16","523,398.00","292.42","United States","NYSE","USD","1.00","USD","-"
"TKO","TKO GROUP HOLDINGS INC CLASS A","Communication","Equity","152,579,675.16","0.02","152,579,675.16","837,108.00","182.27","United States","NYSE","USD","1.00","USD","-"
"TECH","BIO TECHNE","Health Care","Equity","150,689,825.10","0.02","150,689,825.10","2,087,695.00","72.18","United States","NASDAQ","USD","1.00","USD","-"
"NWSA","NEWS CLASS A","Communication","Equity","148,534,181.52","0.02","148,534,181.52","4,849,304.00","30.63","United States","NASDAQ","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS","Financials","Equity","147,852,508.16","0.02","147,852,508.16","484,064.00","305.44","United States","NYSE","USD","1.00","USD","-"
"UDR","UDR REIT","Real Estate","Equity","144,880,480.65","0.02","144,880,480.65","3,929,495.00","36.87","United States","NYSE","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS","Industrials","Equity","142,030,089.60","0.02","142,030,089.60","782,880.00","181.42","United States","NYSE","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","141,737,628.34","0.02","141,737,628.34","3,916,486.00","36.19","United States","NYSE","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","141,526,003.80","0.02","141,526,003.80","1,335,655.00","105.96","United States","NYSE","USD","1.00","USD","-"
"AES","AES","Utilities","Equity","140,296,094.40","0.02","140,296,094.40","9,498,720.00","14.77","United States","NYSE","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA","Consumer Discretionary","Equity","138,460,133.41","0.02","138,460,133.41","406,793.00","340.37","United States","NASDAQ","USD","1.00","USD","-"
"ALGN","ALIGN TECHNOLOGY","Health Care","Equity","137,187,947.52","0.02","137,187,947.52","885,312.00","154.96","United States","NASDAQ","USD","1.00","USD","-"
"PODD","INSULET","Health Care","Equity","136,565,094.12","0.02","136,565,094.12","920,374.00","148.38","United States","NASDAQ","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS","Information Technology","Equity","135,178,486.38","0.02","135,178,486.38","2,005,318.00","67.41","United States","NASDAQ","USD","1.00","USD","-"
"BEN","FRANKLIN TEMPLETON","Financials","Equity","134,860,422.30","0.02","134,860,422.30","4,074,333.00","33.10","United States","NYSE","USD","1.00","USD","-"
"BXP","BXP","Real Estate","Equity","131,960,802.12","0.02","131,960,802.12","1,967,802.00","67.06","United States","NYSE","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","129,830,580.75","0.01","129,830,580.75","2,147,735.00","60.45","United States","NYSE","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","126,135,377.55","0.01","126,135,377.55","2,812,383.00","44.85","United States","NYSE","USD","1.00","USD","-"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Real Estate","Equity","122,542,347.06","0.01","122,542,347.06","1,047,102.00","117.03","United States","NYSE","USD","1.00","USD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","120,924,637.75","0.01","120,924,637.75","708,197.00","170.75","United States","NYSE","USD","1.00","USD","-"
"HSIC","HENRY SCHEIN","Health Care","Equity","113,897,444.72","0.01","113,897,444.72","1,286,686.00","88.52","United States","NASDAQ","USD","1.00","USD","-"
"FOX","FOX CLASS B","Communication","Equity","109,084,783.65","0.01","109,084,783.65","1,847,955.00","59.03","United States","NASDAQ","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","107,259,776.10","0.01","107,259,776.10","2,077,470.00","51.63","United States","NYSE","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","104,994,346.80","0.01","104,994,346.80","4,237,060.00","24.78","United States","NYSE","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","104,294,715.48","0.01","104,294,715.48","2,558,124.00","40.77","United States","NYSE","USD","1.00","USD","-"
"WYNN","WYNN RESORTS","Consumer Discretionary","Equity","100,989,464.40","0.01","100,989,464.40","1,114,674.00","90.60","United States","NASDAQ","USD","1.00","USD","-"
