iShares Core S&P 500 ETF
Fund Holdings as of,"Sep 01, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,145,450,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"SHW","SHERWIN WILLIAMS","Materials","Equity","1,005,724,554.40","0.11","1,005,724,554.40","3,048,112.00","329.95","United States","NYSE","USD","1.00","USD","-"
"CI","CIGNA","Health Care","Equity","994,778,704.44","0.11","994,778,704.44","3,514,374.00","283.06","United States","NYSE","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","993,897,586.56","0.11","993,897,586.56","2,985,036.00","332.96","United States","NYSE","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","989,012,665.00","0.11","989,012,665.00","6,039,772.00","163.75","United States","NYSE","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","987,688,515.00","0.11","987,688,515.00","1,996,500.00","494.71","United States","NYSE","USD","1.00","USD","-"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","984,096,891.20","0.11","984,096,891.20","4,396,430.00","223.84","United States","NASDAQ","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","981,405,324.24","0.11","981,405,324.24","4,281,126.00","229.24","United States","NASDAQ","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","977,704,976.13","0.11","977,704,976.13","9,188,093.00","106.41","United States","NYSE","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL CLASS A","Consumer Discretionary","Equity","973,038,675.00","0.11","973,038,675.00","2,908,500.00","334.55","United States","NASDAQ","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","968,642,689.95","0.11","968,642,689.95","11,013,561.00","87.95","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","953,146,393.42","0.11","953,146,393.42","10,634,234.00","89.63","United States","NYSE","USD","1.00","USD","-"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","949,737,750.48","0.11","949,737,750.48","19,753,281.00","48.08","United States","NYSE","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","947,855,918.16","0.11","947,855,918.16","2,917,557.00","324.88","United States","NYSE","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","945,668,512.67","0.11","945,668,512.67","1,774,537.00","532.91","United States","NYSE","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS","Consumer Discretionary","Equity","943,834,643.92","0.11","943,834,643.92","3,025,208.00","311.99","United States","NYSE","USD","1.00","USD","-"
"ECL","ECOLAB","Materials","Equity","943,346,442.25","0.11","943,346,442.25","3,366,089.00","280.25","United States","NYSE","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","938,979,990.00","0.11","938,979,990.00","3,479,250.00","269.88","United States","NYSE","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY SERIES A","Communication","Equity","932,789,292.00","0.11","932,789,292.00","32,937,475.00","28.32","United States","NASDAQ","USD","1.00","USD","-"
"AON","AON PLC CLASS A","Financials","Equity","926,138,595.20","0.11","926,138,595.20","2,838,304.00","326.30","United States","NYSE","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","913,023,679.46","0.10","913,023,679.46","4,309,358.00","211.87","United States","NYSE","USD","1.00","USD","-"
"CTAS","CINTAS","Industrials","Equity","906,600,003.53","0.10","906,600,003.53","4,519,667.00","200.59","United States","NASDAQ","USD","1.00","USD","-"
"APD","AIR PRODUCTS AND CHEMICALS","Materials","Equity","903,484,014.16","0.10","903,484,014.16","2,959,138.00","305.32","United States","NYSE","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS","Information Technology","Equity","898,339,626.90","0.10","898,339,626.90","1,033,822.00","868.95","United States","NASDAQ","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","897,011,159.74","0.10","897,011,159.74","17,633,402.00","50.87","United States","NYSE","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","894,456,996.00","0.10","894,456,996.00","3,413,958.00","262.00","United States","NYSE","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","889,107,406.32","0.10","889,107,406.32","7,230,867.00","122.96","United States","NASDAQ","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","886,416,520.85","0.10","886,416,520.85","3,437,455.00","257.87","United States","NYSE","USD","1.00","USD","-"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","885,797,480.30","0.10","885,797,480.30","4,218,485.00","209.98","United States","NASDAQ","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP","Consumer Discretionary","Equity","880,730,137.80","0.10","880,730,137.80","3,314,754.00","265.70","United States","NYSE","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP","Industrials","Equity","859,433,537.84","0.10","859,433,537.84","743,609.00","1,155.76","United States","NYSE","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","856,445,667.60","0.10","856,445,667.60","6,994,248.00","122.45","United States","NASDAQ","USD","1.00","USD","-"
"COR","CENCORA","Health Care","Equity","855,760,996.55","0.10","855,760,996.55","2,585,615.00","330.97","United States","NYSE","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE","Consumer Staples","Equity","853,744,186.90","0.10","853,744,186.90","18,976,310.00","44.99","United States","NASDAQ","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE","Health Care","Equity","853,461,620.10","0.10","853,461,620.10","2,063,595.00","413.58","United States","NYSE","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT","Real Estate","Equity","847,287,999.36","0.10","847,287,999.36","4,623,168.00","183.27","United States","NYSE","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES","Energy","Equity","844,566,513.22","0.10","844,566,513.22","2,852,687.00","296.06","United States","NYSE","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","839,097,218.22","0.10","839,097,218.22","13,181,953.00","63.66","United States","NASDAQ","USD","1.00","USD","-"
"KMI","KINDER MORGAN","Energy","Equity","835,217,925.00","0.10","835,217,925.00","26,019,250.00","32.10","United States","NYSE","USD","1.00","USD","-"
"URI","UNITED RENTALS","Industrials","Equity","824,141,451.00","0.09","824,141,451.00","832,340.00","990.15","United States","NYSE","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL","Financials","Equity","818,593,010.88","0.09","818,593,010.88","16,557,302.00","49.44","United States","NYSE","USD","1.00","USD","-"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","809,854,723.20","0.09","809,854,723.20","8,879,986.00","91.20","United States","NYSE","USD","1.00","USD","-"
"APO","APOLLO GLOBAL MANAGEMENT","Financials","Equity","807,176,735.30","0.09","807,176,735.30","6,129,370.00","131.69","United States","NYSE","USD","1.00","USD","-"
"TEL","TE CONNECTIVITY PLC","Information Technology","Equity","806,914,576.00","0.09","806,914,576.00","3,879,397.00","208.00","United States","NYSE","USD","1.00","USD","-"
"OKE","ONEOK","Energy","Equity","801,198,590.64","0.09","801,198,590.64","8,372,856.00","95.69","United States","NYSE","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","800,749,259.56","0.09","800,749,259.56","653,161.00","1,225.96","United States","NASDAQ","USD","1.00","USD","-"
"CTVA","CORTEVA","Materials","Equity","779,794,070.64","0.09","779,794,070.64","8,888,568.00","87.73","United States","NYSE","USD","1.00","USD","-"
"D","DOMINION ENERGY","Utilities","Equity","775,824,082.84","0.09","775,824,082.84","11,687,618.00","66.38","United States","NYSE","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","772,851,474.49","0.09","772,851,474.49","772,851,474.00","100.00","United States","-","USD","1.00","USD","-"
"NUE","NUCOR","Materials","Equity","762,414,466.80","0.09","762,414,466.80","3,026,415.00","251.92","United States","NYSE","USD","1.00","USD","-"
"O","REALTY INCOME REIT","Real Estate","Equity","760,408,156.56","0.09","760,408,156.56","12,392,571.00","61.36","United States","NYSE","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","755,571,275.20","0.09","755,571,275.20","577,120.00","1,309.21","United States","NYSE","USD","1.00","USD","-"
"DVN","DEVON ENERGY","Energy","Equity","751,559,894.10","0.09","751,559,894.10","15,322,322.00","49.05","United States","NYSE","USD","1.00","USD","-"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","746,242,072.00","0.09","746,242,072.00","3,355,405.00","222.40","United States","NASDAQ","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH","Health Care","Equity","744,968,019.05","0.09","744,968,019.05","3,112,463.00","239.35","United States","NYSE","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","743,774,508.75","0.09","743,774,508.75","15,256,913.00","48.75","United States","NASDAQ","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","731,998,975.84","0.08","731,998,975.84","8,687,384.00","84.26","United States","NYSE","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES","Information Technology","Equity","727,738,610.41","0.08","727,738,610.41","2,279,383.00","319.27","United States","NYSE","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA","Industrials","Equity","725,618,775.25","0.08","725,618,775.25","466,825.00","1,554.37","United States","NYSE","USD","1.00","USD","-"
"MRNA","MODERNA","Health Care","Equity","723,987,258.76","0.08","723,987,258.76","4,692,988.00","154.27","United States","NASDAQ","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","719,872,638.96","0.08","719,872,638.96","52,013,919.00","13.84","United States","NYSE","USD","1.00","USD","-"
"COHR","COHERENT","Information Technology","Equity","707,316,356.23","0.08","707,316,356.23","2,600,141.00","272.03","United States","NYSE","USD","1.00","USD","-"
"AFL","AFLAC","Financials","Equity","706,295,418.08","0.08","706,295,418.08","6,087,704.00","116.02","United States","NYSE","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","704,583,371.00","0.08","704,583,371.00","3,045,925.00","231.32","United States","NYSE","USD","1.00","USD","-"
"TER","TERADYNE","Information Technology","Equity","697,892,996.76","0.08","697,892,996.76","2,080,406.00","335.46","United States","NASDAQ","USD","1.00","USD","-"
"ADSK","AUTODESK","Information Technology","Equity","695,068,916.45","0.08","695,068,916.45","2,806,205.00","247.69","United States","NASDAQ","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES","Health Care","Equity","694,378,231.56","0.08","694,378,231.56","7,652,394.00","90.74","United States","NYSE","USD","1.00","USD","-"
"STT","STATE STREET","Financials","Equity","690,734,248.33","0.08","690,734,248.33","3,678,227.00","187.79","United States","NYSE","USD","1.00","USD","-"
"CVNA","CARVANA CLASS A","Consumer Discretionary","Equity","687,087,771.84","0.08","687,087,771.84","9,519,088.00","72.18","United States","NYSE","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","685,189,841.04","0.08","685,189,841.04","3,661,767.00","187.12","United States","NYSE","USD","1.00","USD","-"
"MET","METLIFE","Financials","Equity","678,203,847.22","0.08","678,203,847.22","7,182,841.00","94.42","United States","NYSE","USD","1.00","USD","-"
"CIEN","CIENA","Information Technology","Equity","676,971,428.82","0.08","676,971,428.82","1,878,754.00","360.33","United States","NYSE","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","675,102,197.40","0.08","675,102,197.40","2,229,090.00","302.86","United States","NYSE","USD","1.00","USD","-"
"DAL","DELTA AIR LINES","Industrials","Equity","663,295,529.76","0.08","663,295,529.76","8,684,152.00","76.38","United States","NYSE","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES","Industrials","Equity","652,484,422.48","0.07","652,484,422.48","2,475,658.00","263.56","United States","NYSE","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","651,228,900.28","0.07","651,228,900.28","6,085,114.00","107.02","United States","NYSE","USD","1.00","USD","-"
"HONA","HONEYWELL AEROSPACE INC","Industrials","Equity","650,659,126.40","0.07","650,659,126.40","4,218,485.00","154.24","United States","NASDAQ","USD","1.00","USD","-"
"AZO","AUTOZONE","Consumer Discretionary","Equity","650,112,901.83","0.07","650,112,901.83","219,201.00","2,965.83","United States","NYSE","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","649,576,979.52","0.07","649,576,979.52","1,197,068.00","542.64","United States","NYSE","USD","1.00","USD","-"
"CMG","CHIPOTLE MEXICAN GRILL","Consumer Discretionary","Equity","639,448,124.04","0.07","639,448,124.04","17,047,404.00","37.51","United States","NYSE","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","638,492,144.49","0.07","638,492,144.49","12,044,749.00","53.01","United States","NYSE","USD","1.00","USD","-"
"VMRK","VIVMARK RESIDENTIAL","Real Estate","Equity","632,435,904.00","0.07","632,435,904.00","9,688,050.00","65.28","United States","NYSE","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","630,994,327.60","0.07","630,994,327.60","2,255,162.00","279.80","United States","NYSE","USD","1.00","USD","-"
"HUM","HUMANA","Health Care","Equity","630,112,385.28","0.07","630,112,385.28","1,595,706.00","394.88","United States","NYSE","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","629,617,894.06","0.07","629,617,894.06","8,296,454.00","75.89","United States","NASDAQ","USD","1.00","USD","-"
"EBAY","EBAY","Consumer Discretionary","Equity","619,444,778.04","0.07","619,444,778.04","5,900,598.00","104.98","United States","NASDAQ","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","617,515,596.69","0.07","617,515,596.69","1,478,973.00","417.53","United States","NYSE","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS","Financials","Equity","614,289,496.80","0.07","614,289,496.80","11,723,082.00","52.40","United States","NASDAQ","USD","1.00","USD","-"
"NKE","NIKE CLASS B","Consumer Discretionary","Equity","607,667,184.24","0.07","607,667,184.24","15,940,902.00","38.12","United States","NYSE","USD","1.00","USD","-"
"GRMN","GARMIN","Consumer Discretionary","Equity","599,982,043.85","0.07","599,982,043.85","2,180,405.00","275.17","United States","NYSE","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","596,013,226.02","0.07","596,013,226.02","13,598,294.00","43.83","United States","NASDAQ","USD","1.00","USD","-"
"VTR","VENTAS REIT","Real Estate","Equity","594,890,786.16","0.07","594,890,786.16","6,461,288.00","92.07","United States","NYSE","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL","Industrials","Equity","594,025,599.25","0.07","594,025,599.25","10,375,993.00","57.25","United States","NYSE","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","593,409,475.17","0.07","593,409,475.17","2,657,573.00","223.29","United States","NYSE","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","588,132,880.40","0.07","588,132,880.40","9,649,432.00","60.95","United States","NYSE","USD","1.00","USD","-"
"VST","VISTRA","Utilities","Equity","581,602,763.68","0.07","581,602,763.68","4,212,071.00","138.08","United States","NYSE","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","579,164,721.10","0.07","579,164,721.10","5,937,715.00","97.54","United States","NASDAQ","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","576,620,661.39","0.07","576,620,661.39","18,081,551.00","31.89","United States","NASDAQ","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS","Health Care","Equity","573,033,217.50","0.07","573,033,217.50","2,218,050.00","258.35","United States","NYSE","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES","Health Care","Equity","571,552,831.08","0.07","571,552,831.08","1,048,413.00","545.16","United States","NASDAQ","USD","1.00","USD","-"
"FERG","FERGUSON ENTERPRISES INC","Industrials","Equity","563,547,018.12","0.06","563,547,018.12","2,574,332.00","218.91","United States","NYSE","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","563,071,560.59","0.06","563,071,560.59","3,755,563.00","149.93","United States","NYSE","USD","1.00","USD","-"
"CBRE","CBRE GROUP CLASS A","Real Estate","Equity","562,144,565.46","0.06","562,144,565.46","3,891,351.00","144.46","United States","NYSE","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES","Information Technology","Equity","561,096,772.02","0.06","561,096,772.02","1,341,342.00","418.31","United States","NASDAQ","USD","1.00","USD","-"
"VEEV","VEEVA SYSTEMS CLASS A","Health Care","Equity","557,124,163.68","0.06","557,124,163.68","1,995,216.00","279.23","United States","NYSE","USD","1.00","USD","-"
"YUM","YUM BRANDS","Consumer Discretionary","Equity","556,858,220.54","0.06","556,858,220.54","3,662,818.00","152.03","United States","NYSE","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE","Industrials","Equity","555,233,539.70","0.06","555,233,539.70","1,071,259.00","518.30","United States","NASDAQ","USD","1.00","USD","-"
"XYZ","BLOCK CLASS A","Financials","Equity","553,925,471.88","0.06","553,925,471.88","7,112,551.00","77.88","United States","NYSE","USD","1.00","USD","-"
"MSCI","MSCI","Financials","Equity","544,690,471.16","0.06","544,690,471.16","967,324.00","563.09","United States","NYSE","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","541,969,135.65","0.06","541,969,135.65","6,410,043.00","84.55","United States","NYSE","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","540,214,420.86","0.06","540,214,420.86","4,611,699.00","117.14","United States","NYSE","USD","1.00","USD","-"
"PAYX","PAYCHEX","Industrials","Equity","538,392,528.00","0.06","538,392,528.00","4,285,200.00","125.64","United States","NASDAQ","USD","1.00","USD","-"
"WDAY","WORKDAY CLASS A","Information Technology","Equity","537,026,364.42","0.06","537,026,364.42","2,707,059.00","198.38","United States","NASDAQ","USD","1.00","USD","-"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","535,144,413.66","0.06","535,144,413.66","5,920,394.00","90.39","United States","NASDAQ","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP","Financials","Equity","534,665,276.60","0.06","534,665,276.60","7,046,195.00","75.88","United States","NYSE","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","529,550,989.68","0.06","529,550,989.68","1,304,827.00","405.84","United States","NYSE","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON","Utilities","Equity","527,466,350.40","0.06","527,466,350.40","4,897,552.00","107.70","United States","NYSE","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY","Energy","Equity","524,093,680.44","0.06","524,093,680.44","2,579,709.00","203.16","United States","NASDAQ","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","522,651,805.62","0.06","522,651,805.62","2,955,841.00","176.82","United States","NASDAQ","USD","1.00","USD","-"
"FLEX","FLEX LTD","Information Technology","Equity","522,165,192.12","0.06","522,165,192.12","4,886,442.00","106.86","United States","NASDAQ","USD","1.00","USD","-"
"SYY","SYSCO","Consumer Staples","Equity","521,805,026.61","0.06","521,805,026.61","6,354,951.00","82.11","United States","NYSE","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","513,565,366.85","0.06","513,565,366.85","7,191,785.00","71.41","United States","NASDAQ","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE","Communication","Equity","501,218,975.68","0.06","501,218,975.68","2,313,176.00","216.68","United States","NASDAQ","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP","Financials","Equity","499,557,047.85","0.06","499,557,047.85","3,642,945.00","137.13","United States","NYSE","USD","1.00","USD","-"
"DHI","D R HORTON","Consumer Discretionary","Equity","495,464,386.95","0.06","495,464,386.95","3,504,735.00","141.37","United States","NYSE","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP","Utilities","Equity","486,638,788.24","0.06","486,638,788.24","6,622,738.00","73.48","United States","NYSE","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","480,359,628.68","0.05","480,359,628.68","2,622,623.00","183.16","United States","NASDAQ","USD","1.00","USD","-"
"KVUE","KENVUE","Consumer Staples","Equity","478,432,350.00","0.05","478,432,350.00","25,516,392.00","18.75","United States","NYSE","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK","Consumer Staples","Equity","472,375,281.92","0.05","472,375,281.92","4,411,424.00","107.08","United States","NASDAQ","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP","Consumer Discretionary","Equity","463,007,637.00","0.05","463,007,637.00","1,521,900.00","304.23","United States","NASDAQ","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","462,740,720.92","0.05","462,740,720.92","5,133,578.00","90.14","United States","NASDAQ","USD","1.00","USD","-"
"EQT","EQT","Energy","Equity","462,717,095.73","0.05","462,717,095.73","8,323,747.00","55.59","United States","NYSE","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP","Utilities","Equity","459,700,930.80","0.05","459,700,930.80","4,328,634.00","106.20","United States","NYSE","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP","Financials","Equity","456,012,577.05","0.05","456,012,577.05","4,624,405.00","98.61","United States","NASDAQ","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE","Industrials","Equity","454,803,831.76","0.05","454,803,831.76","2,431,976.00","187.01","United States","NASDAQ","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","451,632,733.20","0.05","451,632,733.20","3,954,060.00","114.22","United States","NYSE","USD","1.00","USD","-"
"MTB","M&T BANK","Financials","Equity","451,545,490.98","0.05","451,545,490.98","1,946,149.00","232.02","United States","NYSE","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS","Industrials","Equity","451,387,212.64","0.05","451,387,212.64","4,314,128.00","104.63","United States","NASDAQ","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST","Financials","Equity","449,294,152.80","0.05","449,294,152.80","2,459,460.00","182.68","United States","NASDAQ","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","447,753,342.96","0.05","447,753,342.96","1,724,184.00","259.69","United States","NYSE","USD","1.00","USD","-"
"RMD","RESMED","Health Care","Equity","445,966,528.32","0.05","445,966,528.32","1,927,587.00","231.36","United States","NYSE","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","442,352,698.24","0.05","442,352,698.24","26,939,872.00","16.42","United States","NASDAQ","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","439,909,540.80","0.05","439,909,540.80","5,800,495.00","75.84","United States","NYSE","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","436,784,745.80","0.05","436,784,745.80","7,538,570.00","57.94","United States","NYSE","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS","Financials","Equity","434,796,875.64","0.05","434,796,875.64","1,413,422.00","307.62","United States","Cboe BZX","USD","1.00","USD","-"
"EME","EMCOR GROUP","Industrials","Equity","434,301,881.50","0.05","434,301,881.50","590,686.00","735.25","United States","NYSE","USD","1.00","USD","-"
"ZTS","ZOETIS INC CLASS A","Health Care","Equity","430,406,022.75","0.05","430,406,022.75","5,571,599.00","77.25","United States","NYSE","USD","1.00","USD","-"
"GEHC","GE HEALTHCARE TECHNOLOGIES","Health Care","Equity","425,701,082.66","0.05","425,701,082.66","6,045,173.00","70.42","United States","NASDAQ","USD","1.00","USD","-"
"BIIB","BIOGEN","Health Care","Equity","423,903,966.20","0.05","423,903,966.20","1,962,155.00","216.04","United States","NASDAQ","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","421,752,462.12","0.05","421,752,462.12","1,801,668.00","234.09","United States","NASDAQ","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON","Financials","Equity","419,841,126.21","0.05","419,841,126.21","1,255,243.00","334.47","United States","NASDAQ","USD","1.00","USD","-"
"JBL","JABIL","Information Technology","Equity","419,374,237.62","0.05","419,374,237.62","1,401,933.00","299.14","United States","NYSE","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","411,493,246.70","0.05","411,493,246.70","29,266,945.00","14.06","United States","NYSE","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","408,569,718.40","0.05","408,569,718.40","11,102,438.00","36.80","United States","NYSE","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","406,486,746.16","0.05","406,486,746.16","6,231,592.00","65.23","United States","NYSE","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS","Materials","Equity","402,949,891.24","0.05","402,949,891.24","798,047.00","504.92","United States","NYSE","USD","1.00","USD","-"
"RJF","RAYMOND JAMES","Financials","Equity","399,943,004.50","0.05","399,943,004.50","2,305,147.00","173.50","United States","NYSE","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS CLA","Information Technology","Equity","399,189,396.84","0.05","399,189,396.84","6,297,356.00","63.39","United States","NASDAQ","USD","1.00","USD","-"
"CCL","CARNIVAL CORP LTD","Consumer Discretionary","Equity","397,155,969.32","0.05","397,155,969.32","17,096,684.00","23.23","United States","NYSE","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT","Real Estate","Equity","393,416,325.20","0.04","393,416,325.20","2,807,710.00","140.12","United States","NYSE","USD","1.00","USD","-"
"AEE","AMEREN","Utilities","Equity","390,202,414.88","0.04","390,202,414.88","3,678,032.00","106.09","United States","NYSE","USD","1.00","USD","-"
"ARES","ARES MANAGEMENT CLASS A","Financials","Equity","389,920,733.30","0.04","389,920,733.30","2,803,370.00","139.09","United States","NYSE","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","383,666,346.60","0.04","383,666,346.60","2,926,740.00","131.09","United States","NYSE","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","383,065,538.88","0.04","383,065,538.88","5,620,093.00","68.16","United States","NYSE","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","382,368,322.30","0.04","382,368,322.30","11,777,863.00","32.47","United States","NASDAQ","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","380,674,022.76","0.04","380,674,022.76","12,154,343.00","31.32","United States","NYSE","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","378,389,824.10","0.04","378,389,824.10","5,208,394.00","72.65","United States","NASDAQ","USD","1.00","USD","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","376,489,156.47","0.04","376,489,156.47","490,917.00","766.91","United States","NASDAQ","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","376,162,360.80","0.04","376,162,360.80","2,764,680.00","136.06","United States","NYSE","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","375,914,206.38","0.04","375,914,206.38","615,738.00","610.51","United States","NYSE","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT","Communication","Equity","372,658,865.20","0.04","372,658,865.20","2,103,041.00","177.20","United States","NYSE","USD","1.00","USD","-"
